,time_sec,gaze_x,gaze_y,gaze_z,Sgaze_x,Sgaze_y,Sgaze_z,REyePos_x,REyePos_y,LEyePos_x,LEyePos_y,yaw,pitch,roll,HeadPos_x,HeadPos_y,set_x,set_y,set_z,WTransG_x,WTransG_y,WTransG_z,RegSgaze_x,RegSgaze_y,RegSgaze_z,CalPSgaze_x,CalPSgaze_y,CalPSgaze_z,ROpenClose,LOpenClose
0,2024-12-08 15:00:56.407580,-0.32545334100723267,-0.24888013303279877,0.9122164249420166,126.53066965361838,128.529345404885,0.0,63,187,207,176,-13.1972685,7.8450775,-4.639127,539,275,142,95,0,-0.0,-0.0,-0.0,163.0798164026262,87.40950224077508,0.0,89.98152290461056,169.6491885689949,0.0,1,1
1,2024-12-08 15:00:56.637822,-0.32545334100723267,-0.2539174556732178,0.9122164249420166,58.12046072482764,101.71111425457553,0.0,75,191,222,174,-6.771743,25.854952,-2.2617137,537,293,142,95,0,31.064584832919852,2.3186823673219825,-104.67642333776712,94.66960747383546,60.59127109046564,0.0,21.57131397581982,142.83095741868544,0.0,1,1
2,2024-12-08 15:00:56.841593,-0.30265116691589355,-0.2786151170730591,0.9170930981636047,61.596641163832004,97.7646913719147,0.0,71,192,222,176,-7.1225343,28.040136,-0.55453706,543,293,142,95,0,30.31224568905756,1.1075246425665457,-104.91087272593094,98.14578791283982,56.6448482078048,0.0,25.047494414824186,138.8845345360246,0.0,1,1
3,2024-12-08 15:00:57.072185,-0.05263235419988632,-0.2786151170730591,0.9298312067985535,90.52854221758892,98.01819403859696,0.0,92,180,240,165,-4.7744346,20.03126,-6.1177397,536,295,142,95,0,30.059242316776704,0.9481602762058746,-104.99017431965613,127.07768896659674,56.898350874487065,0.0,53.9793954685811,139.13803720270687,0.0,1,1
4,2024-12-08 15:00:57.322806,-0.05263235419988632,-0.2539174556732178,0.9359668493270874,91.62464933026818,101.59433202757856,0.0,93,175,241,155,-4.4806857,10.605521,-7.9015884,540,290,142,95,0,28.985980514709816,1.6253934018639342,-105.27670843946477,128.173796079276,60.47448886346866,0.0,55.07550258126036,142.71417519168847,0.0,1,1
5,2024-12-08 15:00:57.563676,-0.04756716266274452,-0.34886014461517334,0.9359668493270874,92.77940412732181,92.10582061251205,0.0,99,178,246,155,-0.67129517,4.7617397,-6.175793,546,291,142,95,0,28.394479213705633,2.8634358559380284,-105.40410919739544,129.32855087632964,50.985977448402124,0.0,56.23025737831399,133.22566377662196,0.0,1,1
6,2024-12-08 15:00:57.781982,-0.04578026756644249,-0.16236364841461182,0.9835105538368225,94.11021412867866,114.16132093116823,0.0,101,173,245,152,1.1032987,6.248145,-5.4384975,547,289,142,95,0,27.50334775649046,3.070920280692243,-105.63562953414775,130.65936087768648,73.04147776705832,0.0,57.56106737967084,155.28116409527814,0.0,1,1
7,2024-12-08 15:00:57.996290,-0.04578026756644249,-0.16236364841461182,0.9835105538368225,94.55424573685167,114.74308384690615,0.0,107,171,250,151,3.7213788,5.8055973,-4.649967,547,292,142,95,0,27.054807822236707,3.6686723618418386,-105.73248319001826,131.10339248585947,73.62324068279625,0.0,58.00509898784385,155.86292701101604,0.0,1,1
8,2024-12-08 15:00:58.209850,0.07262561470270157,-0.1755007952451706,0.9817607402801514,107.70822017553884,112.88335705594244,0.0,106,167,250,143,4.7031446,6.3801537,-3.2179046,559,300,142,95,0,26.652478735986595,3.275384877031994,-105.84716359546519,144.25736692454666,71.76351389183253,0.0,71.15907342653102,154.00320022005235,0.0,1,1
9,2024-12-08 15:00:58.411891,0.07513149082660675,-0.17570258677005768,0.9786055088043213,108.57433579454084,113.10060920464184,0.0,104,170,248,149,5.9529576,11.816223,-3.543085,559,296,142,95,0,26.092447458859734,3.598387979096721,-105.97481164562467,145.12348254354868,71.98076604053193,0.0,72.02518904553303,154.22045236875175,0.0,1,1
10,2024-12-08 15:00:58.611630,0.07262561470270157,-0.17570258677005768,0.9793212413787842,108.52973694980192,112.65070569143035,0.0,104,173,252,152,1.4463782,17.729914,-3.3793023,552,295,142,95,0,25.8652298700961,3.1473934691927927,-106.04623857546707,145.07888369880973,71.53086252732042,0.0,71.9805902007941,153.77054885554026,0.0,1,1
11,2024-12-08 15:00:58.829157,0.07262561470270157,-0.20107723772525787,0.9786055088043213,108.16911132055588,109.72596067748236,0.0,101,175,248,156,-0.35440874,16.91001,-4.532193,549,294,142,95,0,26.22529801302123,2.968810379095948,-105.96122321460369,144.7182580695637,68.60611751337247,0.0,71.61996457154808,150.84580384159227,0.0,1,1
12,2024-12-08 15:00:59.040175,0.04650510102510452,-0.20223337411880493,0.977252185344696,104.2733505471959,109.32269050660452,0.0,100,174,248,156,0.46337986,18.56833,-4.3684664,549,294,142,95,0,27.287279424110984,2.6667702595472904,-105.69893633828853,140.82249729620372,68.2028473424946,0.0,67.72420379818809,150.44253367071443,0.0,1,1
13,2024-12-08 15:00:59.266012,0.03823185712099075,-0.2086062729358673,0.9766899347305298,103.29683746737692,108.43853425008683,0.0,99,174,246,155,0.5195489,18.295065,-4.6072707,550,296,142,95,0,27.37073656253927,2.4815739820398632,-105.68340566052136,139.84598421638475,67.31869108597692,0.0,66.7476907183691,149.55837741419674,0.0,1,1
14,2024-12-08 15:00:59.471171,0.032342907041311264,-0.21663933992385864,0.9757158160209656,102.8844664771543,107.89356695404388,0.0,99,175,247,157,0.6684718,18.316769,-4.1744556,550,295,142,95,0,27.151007631924074,2.840111419640688,-105.73239860242411,139.43361322616212,66.77372378993397,0.0,66.33531972814649,149.01341011815379,0.0,1,1
15,2024-12-08 15:00:59.684970,0.032342907041311264,-0.21663933992385864,0.9757158160209656,102.76610979096934,107.39371438341959,0.0,99,173,247,154,0.20907116,16.93274,-4.6357865,550,299,142,95,0,27.26874467563523,2.3361083582660416,-105.71370532413586,139.31525653997716,66.27387121930968,0.0,66.21696304196152,148.5135575475295,0.0,1,1
16,2024-12-08 15:00:59.887339,0.032342907041311264,-0.21663933992385864,0.9757158160209656,102.60134436046252,107.30361644524146,0.0,100,173,247,153,0.9894128,18.183079,-4.2036076,550,300,142,95,0,27.432172060777248,2.23704792131656,-105.67333937857234,139.15049110947032,66.18377328113156,0.0,66.0521976114547,148.42345960935137,0.0,1,1
17,2024-12-08 15:01:00.087339,0.032342907041311264,-0.21663933992385864,0.9757158160209656,102.67190318908496,107.20963697179465,0.0,99,173,248,155,-0.09758806,18.987291,-4.586958,550,299,142,95,0,27.362354571809487,2.1480340909779216,-105.69570399858583,139.2210499380928,66.08979380768474,0.0,66.12275644007713,148.32948013590456,0.0,1,1
18,2024-12-08 15:01:00.306304,0.032342907041311264,-0.21663933992385864,0.9757158160209656,102.47843652721276,107.23536721943086,0.0,98,173,246,153,0.3330555,19.426275,-4.5257177,551,301,142,95,0,27.55403605758005,2.1618068676357414,-105.64184908212731,139.02758327622058,66.11552405532096,0.0,65.92928977820495,148.35521038354076,0.0,1,1
19,2024-12-08 15:01:00.508501,0.03340227156877518,-0.20881113409996033,0.9765897393226624,102.74017968190502,108.35610852292425,0.0,99,173,248,154,0.042803288,16.97788,-4.409152,551,300,142,95,0,27.404981401590298,2.4224136298067096,-105.6777002731539,139.28932643091284,67.23626535881435,0.0,66.1910329328972,149.47595168703415,0.0,1,1
20,2024-12-08 15:01:00.701929,0.04346355423331261,-0.20728100836277008,0.9765897393226624,103.91653649124261,108.65082027080268,0.0,100,173,249,154,0.49809074,16.471994,-4.5938964,550,300,142,95,0,27.318125538262482,2.555173632717011,-105.69477736411228,140.46568324025043,67.53097710669277,0.0,67.36738974223479,149.7706634349126,0.0,1,1
21,2024-12-08 15:01:00.901029,0.03340227156877518,-0.20436517894268036,0.9783245921134949,102.91597645861776,108.9830354841307,0.0,98,173,247,157,-0.20338297,18.901222,-4.6737547,552,298,142,95,0,27.224217010194412,2.5378462083013607,-105.71993305762209,139.46512320762557,67.86319232002077,0.0,66.36682970960996,150.10287864824062,0.0,1,1
22,2024-12-08 15:01:01.101162,0.03340227156877518,-0.20436517894268036,0.9783245921134949,102.6719789724349,108.61287281361922,0.0,100,179,247,161,0.016029358,16.089554,-4.5625863,551,301,142,95,0,27.466349256689107,2.1562714384103576,-105.66530174749175,139.22112572144272,67.49302964950932,0.0,66.12283222342708,149.73271597772913,0.0,1,1
23,2024-12-08 15:01:01.323742,0.04346355423331261,-0.20436517894268036,0.9783245921134949,103.66720280753225,108.26643034745075,0.0,101,173,248,155,1.9981751,17.553972,-3.903936,550,301,142,95,0,27.556926739622725,1.8056844375361534,-105.64546128226935,140.21634955654008,67.14658718334084,0.0,67.11805605852443,149.38627351156066,0.0,1,1
24,2024-12-08 15:01:01.522415,0.06077297404408455,-0.24426208436489105,0.9676424264907837,105.88917197454944,103.9996879191415,0.0,101,174,249,157,0.8127446,21.860899,-3.99938,550,299,142,95,0,27.280893145712966,2.1557664401757517,-105.71410797034541,142.43831872355724,62.87984475503159,0.0,69.34002522554164,145.1195310832514,0.0,1,1
25,2024-12-08 15:01:01.724902,0.06327823549509048,-0.24426208436489105,0.9676424264907837,106.10454854061157,103.92272809487315,0.0,101,173,248,155,1.995008,18.551275,-3.8992944,550,301,142,95,0,27.338331488688333,2.0753990376720606,-105.70060887456611,142.65369528961938,62.80288493076323,0.0,69.55540179160376,145.04257125898306,0.0,1,1
26,2024-12-08 15:01:01.931296,0.06327823549509048,-0.24426208436489105,0.9676424264907837,106.11609674041942,103.96430484107984,0.0,101,173,248,156,1.5908184,20.922583,-3.85323,550,300,142,95,0,27.32689270789442,2.1173981552708154,-105.70228209568741,142.66524348942724,62.844461676969935,0.0,69.5669499914116,145.08414800518975,0.0,1,1
27,2024-12-08 15:01:02.152597,0.06327823549509048,-0.23864924907684326,0.9679388403892517,106.17160252306944,104.7389517408393,0.0,100,173,247,156,0.6043639,18.949427,-4.1970325,551,300,142,95,0,27.27012749723145,2.274166352983824,-105.71539653165262,142.72074927207726,63.61910857672938,0.0,69.62245577406162,145.8587949049492,0.0,1,1
28,2024-12-08 15:01:02.362746,0.06483863294124603,-0.23864924907684326,0.9679388403892517,106.19819996673007,104.49189091409772,0.0,100,173,247,157,0.77440643,20.150946,-4.040964,552,301,142,95,0,27.4118085600226,2.0192161914114157,-105.68339813384846,142.7473467157379,63.37204774998783,0.0,69.64905321772225,145.61173407820763,0.0,1,1
29,2024-12-08 15:01:02.557569,0.06483863294124603,-0.23864924907684326,0.9679388403892517,106.20818174600525,104.43033315550782,0.0,103,174,251,157,-0.6651454,23.163225,-4.373704,549,299,142,95,0,27.401992297846004,1.9582676457165673,-105.68586904387848,142.75732849501307,63.31048999139791,0.0,69.65903499699743,145.55017631961775,0.0,1,1
30,2024-12-08 15:01:02.800145,0.036379095166921616,-0.22841838002204895,0.9710299968719482,103.25717336168098,105.63492257562092,0.0,68,176,217,170,-12.667774,16.036257,-2.9090292,548,293,142,95,0,27.234572399293533,1.9765252642725035,-105.72895511796379,139.8063201106888,64.51507941151101,0.0,66.70802661267317,146.75476573973083,0.0,1,1
31,2024-12-08 15:01:03.003309,0.036379095166921616,-0.2280503511428833,0.9710299968719482,100.17909697278719,105.5845857735516,0.0,63,177,210,171,-14.746464,12.381157,-3.791546,545,292,142,95,0,30.28215868461301,1.6949823481426118,-104.91511395334611,136.728243721795,64.4647426094417,0.0,63.62995022377939,146.7044289376615,0.0,1,1
32,2024-12-08 15:01:03.195723,-0.058894675225019455,-0.21661773324012756,0.970070481300354,89.30740741588036,106.96814919414555,0.0,61,177,209,171,-15.088831,11.013897,-3.1771212,544,292,142,95,0,30.8641294392765,1.8280308613626208,-104.74303476311253,125.85655416488818,65.84830603003564,0.0,52.75826066687254,148.08799235825546,0.0,1,1
33,2024-12-08 15:01:03.398582,-0.07120319455862045,-0.20551693439483643,0.9720034599304199,87.69556066233392,108.10651725461966,0.0,60,176,209,170,-15.617508,8.756458,-2.7999253,545,293,142,95,0,31.168645537460424,1.7052249019443744,-104.65582406435564,124.24470741134174,66.98667409050975,0.0,51.146413913326114,149.22636041872957,0.0,1,1
34,2024-12-08 15:01:03.593450,-0.12319425493478775,-0.20551693439483643,0.9720034599304199,82.15008057744718,108.05675830153228,0.0,61,178,210,171,-15.613827,10.496199,-2.6552482,545,292,142,95,0,31.114071443370943,1.6590783337360848,-104.67290903407569,118.69922732645502,66.93691513742236,0.0,45.60093382843936,149.1766014656422,0.0,1,1
35,2024-12-08 15:01:03.790937,-0.12821105122566223,-0.20155596733093262,0.970070481300354,81.65574175098267,108.49357418119831,0.0,60,178,210,172,-15.015455,10.024792,-2.5621688,545,291,142,95,0,31.037743770119366,1.7171666572823072,-104.69490533734151,118.20488849999049,67.3737310170884,0.0,45.10659500197485,149.61341734530822,0.0,1,1
36,2024-12-08 15:01:03.990139,-0.14439138770103455,-0.20155596733093262,0.9664006233215332,79.83716388390671,108.37447236164567,0.0,59,176,208,171,-14.872902,11.627975,-2.7875724,545,294,142,95,0,31.051103660503,1.6803592285700968,-104.69341273930432,116.38631063291453,67.25462919753578,0.0,43.288017134898894,149.49431552575558,0.0,1,1
37,2024-12-08 15:01:04.186085,-0.16526563465595245,-0.2137894481420517,0.9654338359832764,77.59412628125142,107.0320399309341,0.0,60,178,209,172,-13.634857,11.342712,-2.5663323,544,292,142,95,0,31.013049047372775,1.6887245104121742,-104.70384793805883,114.14327303025924,65.9121967668242,0.0,41.04497953224359,148.151883095044,0.0,1,1
38,2024-12-08 15:01:04.396001,-0.2231578379869461,-0.21630357205867767,0.950480580329895,71.03366218788099,106.38292321634455,0.0,59,178,208,172,-14.503166,9.691349,-2.8905892,546,293,142,95,0,30.90666780679992,1.688628170190299,-104.73591481426395,107.58280893688881,65.26308005223464,0.0,34.48451543887319,147.50276638045446,0.0,1,1
39,2024-12-08 15:01:04.586866,-0.2231578379869461,-0.2137894481420517,0.950480580329895,71.0916661716055,106.63833901666624,0.0,61,177,209,171,-14.252804,10.828173,-2.99649,545,294,142,95,0,30.843950674658124,1.6715214357717865,-104.75598919786287,107.64081292061331,65.51849585255631,0.0,34.54251942259768,147.75818218077615,0.0,1,1
40,2024-12-08 15:01:04.793346,-0.22903698682785034,-0.21630357205867767,0.9483818411827087,70.44062513783166,106.2562226518485,0.0,60,178,209,171,-13.988695,10.652067,-2.7894602,546,294,142,95,0,30.78700388776325,1.6231838985222018,-104.77322720090811,106.98977188683948,65.1363794877386,0.0,33.891478388823856,147.3760658159584,0.0,1,1
41,2024-12-08 15:01:05.004262,-0.22903698682785034,-0.2193486988544464,0.9483818411827087,70.40638696326955,105.79906693608652,0.0,61,179,210,173,-13.95228,9.633582,-1.9831028,545,293,142,95,0,30.82365888126515,1.500126364895875,-104.76321979019403,106.95553371227737,64.67922377197661,0.0,33.85724021426173,146.91891010019643,0.0,1,1
42,2024-12-08 15:01:05.201304,-0.22903698682785034,-0.21957458555698395,0.9481375217437744,70.4051252404185,105.73856184176583,0.0,60,178,209,171,-14.517118,10.220109,-2.5505466,546,295,142,95,0,30.817845848516853,1.471356367660083,-104.76551813961986,106.95427198942632,64.6187186776559,0.0,33.855978491410696,146.85840500587574,0.0,1,1
43,2024-12-08 15:01:05.417875,-0.22903698682785034,-0.22256575524806976,0.9468923211097717,70.29765272105422,105.33365293449091,0.0,62,177,210,171,-14.035402,11.464064,-2.1735494,545,295,142,95,0,30.898066442162037,1.423442055275237,-104.74059411674439,106.84679947006204,64.21380977038099,0.0,33.748505972046416,146.45349609860082,0.0,1,1
44,2024-12-08 15:01:05.620483,-0.22903698682785034,-0.2253502756357193,0.9468923211097717,70.47949297183949,105.1656454510761,0.0,61,179,208,174,-13.67709,12.480509,-2.3866696,547,295,142,95,0,30.703120929583864,1.576338900614876,-104.79477432549456,107.02863972084731,64.04580228696621,0.0,33.93034622283167,146.285488615186,0.0,1,1
45,2024-12-08 15:01:05.821755,-0.21184855699539185,-0.24189923703670502,0.945030689239502,72.17614962979442,103.1353616034603,0.0,59,188,206,183,-13.4513,10.175151,-2.9249144,547,294,142,95,0,30.87259147763795,1.418852122665985,-104.75003197287576,108.72529637880226,62.01551843935037,0.0,35.627002880786605,144.2552047675702,0.0,1,1
46,2024-12-08 15:01:06.033545,-0.17284055054187775,-0.26752838492393494,0.9468923211097717,76.66865963199842,100.27273057530246,0.0,61,181,209,177,-13.123394,11.852182,-2.7908878,546,294,142,95,0,30.733966748817224,1.3504103012948256,-104.79136542951422,113.21780638100623,59.15288741119255,0.0,40.119512882990605,141.39257373941237,0.0,1,1
47,2024-12-08 15:01:06.228951,-0.17284055054187775,-0.2800293564796448,0.945030689239502,76.4642643091856,98.83884205049344,0.0,57,190,203,189,-13.417818,8.760366,-2.337126,548,293,142,95,0,30.910769525283996,1.344692695247168,-104.73620723977588,113.01341105819341,57.71899888638352,0.0,39.91511756017778,139.95868521460335,0.0,0,0
48,2024-12-08 15:01:06.431323,-0.15534286201000214,-0.4265363812446594,0.887802243232727,77.56048909998165,79.4325304227092,0.0,63,191,205,188,-13.552763,9.357029,-2.7650912,547,297,142,95,0,30.62855745903276,1.2651356069804889,-104.82447611188037,114.10963584898947,38.3126872585993,0.0,41.01134235097382,120.55237358681912,0.0,1,0
49,2024-12-08 15:01:06.628373,-0.17284055054187775,-0.4265363812446594,0.882615864276886,75.45317632938517,79.07805215190915,0.0,66,179,205,178,-14.35627,5.572015,-2.8806756,547,299,142,95,0,30.545197994285566,1.218361068453515,-104.84883050542685,112.002323078393,37.958208987799246,0.0,38.904029580377355,120.19789531601904,0.0,0,0
50,2024-12-08 15:01:06.829616,-0.23855184018611908,-0.3499658703804016,0.882615864276886,67.61637712135689,88.00262439102417,0.0,63,180,205,177,-16.243542,-1.6396883,-2.2107542,549,297,142,95,0,30.578194406416415,1.043560884022718,-104.84048128936914,104.16552387036472,46.882781226914254,0.0,31.067230372349073,129.12246755513408,0.0,0,0
51,2024-12-08 15:01:07.133503,-0.23855184018611908,-0.38324251770973206,0.882615864276886,67.76596428743817,83.88974127356292,0.0,66,180,207,178,-13.516438,3.353981,-2.0885487,548,299,142,95,0,30.41520704119517,0.9049328774823407,-104.89006056880869,104.31511103644598,42.769898109453,0.0,31.216817538430345,125.00958443767283,0.0,0,0
52,2024-12-08 15:01:07.436015,-0.1531495600938797,-0.3499658703804016,0.913853108882904,78.59246754172742,89.20134991127895,0.0,86,165,238,148,-11.729467,-0.17643261,-4.7849584,542,297,142,95,0,30.357371687243486,0.8463975493804755,-104.90592679769185,115.14161429073523,48.08150674716905,0.0,42.043320792719584,130.32119307538886,0.0,1,1
53,2024-12-08 15:01:07.689892,-0.1341552734375,-0.22457191348075867,0.9389150738716125,82.23751826835866,106.22624747961211,0.0,99,161,243,136,2.1698985,-10.81943,-7.225806,550,274,142,95,0,29.266811241332167,2.8505458508448926,-105.16513368986975,118.78666501736647,65.1064043155022,0.0,45.68837151935084,147.34609064372202,0.0,1,1
54,2024-12-08 15:01:07.883627,-0.01183262187987566,-0.14181290566921234,0.9718835353851318,97.88971539568861,118.33934044496849,0.0,98,156,241,131,2.3083096,-15.896185,-6.9566545,552,272,142,95,0,27.355427060986816,5.2169225127962005,-105.58798630450134,134.43886214469643,77.21949728085859,0.0,61.340568646680794,159.4591836090784,0.0,1,1
55,2024-12-08 15:01:08.083694,0.1591954380273819,-0.13506770133972168,0.9750422239303589,116.2842983364617,119.64281523547595,0.0,102,156,244,129,1.975039,-16.072813,-6.0748887,548,272,142,95,0,27.476460145103776,5.73215815927125,-105.53106507002752,152.83344508546952,78.52297207136604,0.0,79.73515158745388,160.76265839958586,0.0,1,1
56,2024-12-08 15:01:08.285052,0.17082682251930237,-0.13506770133972168,0.9750422239303589,117.5608700087686,119.63468788594128,0.0,104,156,245,131,3.4356542,-19.521852,-6.682481,553,275,142,95,0,27.459541336502,5.724632776492753,-105.53541061673366,154.1100167577764,78.51484472183138,0.0,81.01172325976079,160.75453105005118,0.0,1,0
57,2024-12-08 15:01:08.486114,0.22342297434806824,-0.13506770133972168,0.9718835353851318,123.71883859049984,119.35452016012178,0.0,103,155,243,130,4.1772885,-15.835257,-6.3888216,556,273,142,95,0,27.097688420110124,5.506900919901405,-105.64278349996856,160.26798533950765,78.23467699601187,0.0,87.16969184149202,160.4743633242317,0.0,1,1
58,2024-12-08 15:01:08.686487,0.2516118884086609,-0.13506770133972168,0.9630450010299683,127.48038057627848,119.30942209897987,0.0,102,157,242,132,4.1333394,-14.707958,-6.2248187,557,271,142,95,0,26.67766827712682,5.61072172504568,-105.74384858437513,164.0295273252863,78.18957893486994,0.0,90.93123382727066,160.42926526308977,0.0,1,1
59,2024-12-08 15:01:08.899928,0.2516118884086609,-0.10540790855884552,0.9630450010299683,127.52343172381322,122.58646299999126,0.0,97,151,239,124,2.581285,-16.074123,-5.1227074,557,273,142,95,0,26.637238259959183,5.632169023326051,-105.75388096604458,164.07257847282102,81.46661983588135,0.0,90.97428497480541,163.70630616410116,0.0,1,1
60,2024-12-08 15:01:09.098553,0.2516118884086609,-0.10540790855884552,0.9630450010299683,126.92774017883775,122.9219250155779,0.0,96,158,239,132,3.2811265,-12.84256,-6.3138266,555,275,142,95,0,27.19092107828359,5.9500322996579,-105.59309248161799,163.47688692784556,81.80208185146799,0.0,90.37859342982993,164.0417681796878,0.0,1,1
61,2024-12-08 15:01:09.292838,0.05298802629113197,-0.10540790855884552,0.9842882752418518,105.02862218818025,122.47533329021746,0.0,96,162,243,137,2.228393,-8.103728,-7.2257137,553,282,142,95,0,27.18874417943362,5.258407863712442,-105.63422139350182,141.57776893718807,81.35549012610757,0.0,68.47947543917243,163.59517645432737,0.0,1,1
62,2024-12-08 15:01:09.519916,0.05298802629113197,-0.1659969985485077,0.9842882752418518,105.18493083491256,115.13443642590823,0.0,100,182,242,159,-2.1474679,-2.3523111,-6.835633,547,295,142,95,0,27.036354203670424,4.432233111729432,-105.70701334593721,141.7340775839204,74.01459326179832,0.0,68.63578408590473,156.25427959001814,0.0,1,1
63,2024-12-08 15:01:09.790785,0.05298802629113197,-0.1764802187681198,0.9842882752418518,104.38413999624535,112.51397848464285,0.0,94,204,239,174,-8.897605,9.002388,-0.22849774,537,312,142,95,0,27.829002503100273,2.9104946592762424,-105.5557601956879,140.93328674525318,71.39413532053292,0.0,67.83499324723753,153.63382164875276,0.0,1,1
64,2024-12-08 15:01:10.035695,0.0943361148238182,-0.34634730219841003,0.9333510994911194,107.23478354902534,90.14116144887961,0.0,100,208,261,182,0.49481535,21.648314,4.708501,530,323,142,95,0,29.910912996310277,0.5840159652658186,-105.02390350731932,143.78393029803314,49.02131828476971,0.0,70.68563680001752,131.26100461298952,0.0,1,1
